T_Feed_C,P_Feed_atm,z_Feed,N_Stages,N_Feed,Reflux_ratio,B_fraction,q_feed,feed_stage_rel,RR_excess,RR_x_z,log_RR
105.78430268737358,1.9857958721492155,0.4923461718124912,21.0,14.0,3.4959350579114314,0.4310840778142959,0.9926,0.6666666666666666,2.1959350579114316,1.721210242667773,1.25160088150846
71.10373521260986,1.5478714237585065,0.5981988366651079,31.0,13.0,1.753754675284276,0.5710783293587862,1.115,0.41935483870967744,0.45375467528427604,1.049094006551048,0.5617590183093985
80.70895274392358,1.239071796592011,0.262225481328586,15.0,5.0,3.260999406654081,0.6757417286557625,1.1001,0.3333333333333333,1.960999406654081,0.8551171390220996,1.1820337148550284
71.57609395047257,1.7784319927648522,0.7952572744678224,24.0,10.0,5.924318881860588,0.4671377833473992,1.0986,0.4166666666666667,4.624318881860588,4.711357687066708,1.7790657237651708
77.60517827259766,2.8253845562655027,0.5991735171263857,25.0,5.0,3.171157864370316,0.3869507267293474,1.143,0.2,1.8711578643703162,1.9000738109577602,1.1540967780982803
90.7546421363014,2.780845007930271,0.2594488022880728,33.0,23.0,2.2369392176295912,0.6715998145371207,1.1245,0.696969696969697,0.9369392176295912,0.5803712008052161,0.8051085107618173
84.85278158661275,2.610982197830958,0.2001957714949266,28.0,6.0,5.477744196170475,0.5268049998791069,1.1508,0.21428571428571427,4.177744196170475,1.0966212254042047,1.7006933731770872
74.03056263681309,2.9763308629141867,0.440048893427777,17.0,11.0,2.5557101153064448,0.4556680610800184,1.1856,0.6470588235294118,1.2557101153064447,1.1246374081627772,0.9383301166666166
64.46929195074534,2.814132943099379,0.5072578496768102,22.0,6.0,5.000942806354006,0.7573433156675313,1.2128,0.2727272727272727,3.700942806354006,2.5367674943078455,1.6096264559294595
100.06397538421136,2.9443701620934872,0.5544748458009432,13.0,4.0,4.120276295081455,0.7982879517417372,1.0533,0.3076923076923077,2.820276295081455,2.2845895633725712,1.4159202230258598
75.15932888790914,2.8007121779000546,0.5313196742553474,19.0,6.0,2.832909781212024,0.7208573391044832,1.1613,0.3157894736842105,1.5329097812120238,1.50518070214836,1.0413043746695776
72.79168639064355,1.910351586427554,0.5030738341487329,25.0,15.0,5.587254454771305,0.5209839498519561,1.1356,0.6,4.287254454771305,2.8108015209263884,1.7204880135192573
94.6824983468245,1.6982558267343024,0.7374684100212969,19.0,4.0,4.898664562967792,0.6098850219635673,0.9988,0.21052631578947367,3.598664562967792,3.6126103664795286,1.5889626298014663
79.9333723839997,1.6362288801882097,0.4183027687755485,34.0,20.0,2.259050440363683,0.5101710854643617,1.1019,0.5882352941176471,0.959050440363683,0.9449670540077507,0.8149445658615012
84.04658513708907,1.763199716739691,0.6489549427944474,30.0,22.0,1.627379664024987,0.3904583449805512,1.0604,0.7333333333333333,0.32737966402498686,1.0560960767721825,0.4869711532117992
60.77517182782197,1.646329721982038,0.2380161235216211,33.0,25.0,5.193673503573168,0.4219479288501384,1.2107,0.7575757575757576,3.8936735035731678,1.2361780341574418,1.6474412509592522
61.63470081983503,1.8687933056142088,0.627060551389464,12.0,8.0,5.166640860238532,0.7421393471537658,1.1682,0.6666666666666666,3.8666408602385323,3.239796666652509,1.642222740452075
111.48439897826673,1.3105745971802416,0.7774723587452428,18.0,4.0,3.648793337948159,0.5939613226732852,0.9012,0.2222222222222222,2.348793337948159,2.836835963028483,1.294396520593735
110.88205408548424,2.087102183082904,0.5007384485945059,31.0,8.0,1.7518114347147735,0.3503761459712535,0.9732,0.25806451612903225,0.4518114347147735,0.8771993400491912,0.5606503581343696
113.56504045898834,1.5355774364540986,0.7762536997866796,29.0,17.0,2.728005570827169,0.374562478814885,0.9021,0.5862068965517241,1.428005570827169,2.117624417393263,1.0035707820712014
76.25650985528428,1.0173814888709067,0.2369765779179101,34.0,17.0,5.172450126757578,0.716983729113178,1.1133,0.5,3.8724501267575784,1.2257495304900712,1.6433464885915752
86.01063563822743,1.1203284830674252,0.5421439012242139,30.0,15.0,5.337385653181131,0.515338781124423,1.0361,0.5,4.037385653181131,2.8936310803537673,1.6747359550336696
70.25679539118177,1.146373448833658,0.211727284061203,19.0,6.0,5.265513027741232,0.4165181525888202,1.1491,0.3157894736842105,3.965513027741232,1.1148527725525328,1.6611785820052825
107.19180970563596,1.838943001638785,0.7401902080493696,12.0,4.0,4.312774673298993,0.447093810770642,0.9487,0.3333333333333333,3.012774673298993,3.1922735826992334,1.4615814726883927
112.13945616136128,1.7926765253148655,0.3751757291551617,34.0,23.0,4.661888989999872,0.6047383061123618,0.9701,0.6764705882352942,3.361888989999872,1.749027601063622,1.5394207286612238
100.94842887040916,2.4355759296589263,0.4712221876964453,23.0,7.0,2.3951651224816835,0.2367300690239905,1.037,0.30434782608695654,1.0951651224816834,1.1286549489100433,0.8734521731550655
118.70932633007402,1.4130397471601772,0.5300340752111903,19.0,12.0,5.366244737255209,0.5234571097339984,0.9043,0.631578947368421,4.066244737255209,2.8442925666679812,1.6801283598443348
109.57818764663476,2.408493994706636,0.2979135581614197,31.0,21.0,2.529973114287049,0.3973251512351285,1.0188,0.6774193548387096,1.2299731142870491,0.7537132925299829,0.9282086759189522
72.42601959214973,1.562178090230767,0.5070921253945075,10.0,6.0,4.056708151632171,0.5599771555462421,1.1211,0.6,2.7567081516321714,2.057124758716382,1.400371844646869
101.41225273066246,2.5087652658679307,0.2576813780028962,16.0,4.0,3.813299213032885,0.7379313613326814,1.0649,0.25,2.5132992130328846,0.9826161959516734,1.3384947496122754
